Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","001","World","7208","Share in Agricultural land","6620","Cropland","2023","2023","%","32.74","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6620","Cropland","2023","2023","%","12.07","E","Estimated value",""
"RL","Land Use","001","World","7277","Area per capita","6620","Cropland","2023","2023","ha/cap","0.1942","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","1999","1999","1000 ha","1362318.2324","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","1999","1999","%","27.98","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2000","2000","1000 ha","1358503.5245","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2000","2000","%","27.88","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2001","2001","1000 ha","1358222.3264","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2001","2001","%","27.87","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2002","2002","1000 ha","1354981.9498","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2002","2002","%","27.85","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2003","2003","1000 ha","1357767.9473","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2003","2003","%","28.01","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2004","2004","1000 ha","1359605.9452","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2004","2004","%","28.3","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2005","2005","1000 ha","1362609.2363","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2005","2005","%","28.31","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2006","2006","1000 ha","1359579.7074","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2006","2006","%","28.25","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2007","2007","1000 ha","1358024.704","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2007","2007","%","28.27","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2008","2008","1000 ha","1357565.4695","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2008","2008","%","28.33","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2009","2009","1000 ha","1363079.1301","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2009","2009","%","28.45","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2010","2010","1000 ha","1363688.3348","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2010","2010","%","28.45","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2011","2011","1000 ha","1372005.1326","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2011","2011","%","28.48","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2012","2012","1000 ha","1376930.3304","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2012","2012","%","28.58","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2013","2013","1000 ha","1379673.2386","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2013","2013","%","28.69","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2014","2014","1000 ha","1381587.4996","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2014","2014","%","28.73","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2015","2015","1000 ha","1384906.495","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2015","2015","%","28.91","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2016","2016","1000 ha","1386099.0568","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2016","2016","%","28.96","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2017","2017","1000 ha","1387502.3663","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2017","2017","%","28.81","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2018","2018","1000 ha","1387121.3218","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2018","2018","%","28.87","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2019","2019","1000 ha","1383006.0647","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2019","2019","%","28.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2020","2020","1000 ha","1384368.0219","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2020","2020","%","28.81","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2021","2021","1000 ha","1384689.1778","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2021","2021","%","28.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2022","2022","1000 ha","1382246.249","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2022","2022","%","28.74","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6621","Arable land","2023","2023","1000 ha","1380414.4097","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6621","Arable land","2023","2023","%","28.76","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2001","2001","1000 ha","975317.1999","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2002","2002","1000 ha","973533.6586","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2003","2003","1000 ha","981457.8223","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2004","2004","1000 ha","985607.9287","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2005","2005","1000 ha","990001.8943","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2006","2006","1000 ha","992422.9454","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2007","2007","1000 ha","996058.0746","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2008","2008","1000 ha","1008379.5298","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2009","2009","1000 ha","1020498.5421","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2010","2010","1000 ha","1024386.3555","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2011","2011","1000 ha","1039564.4505","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2012","2012","1000 ha","1045571.0514","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2013","2013","1000 ha","1055916.2744","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2014","2014","1000 ha","1060745.2682","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2015","2015","1000 ha","1061972.2335","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2016","2016","1000 ha","1065482.0112","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2017","2017","1000 ha","1069168.672","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2018","2018","1000 ha","1067628.7218","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2019","2019","1000 ha","1070611.9223","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1075729.5866","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2021","2021","1000 ha","1081161.0936","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2022","2022","1000 ha","1082116.25","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6630","Temporary crops","2023","2023","1000 ha","1080666.2578","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2001","2001","1000 ha","180799.7377","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2002","2002","1000 ha","181915.0028","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2003","2003","1000 ha","168535.2146","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2004","2004","1000 ha","174513.628","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2005","2005","1000 ha","173010.943","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2006","2006","1000 ha","169192.9189","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2007","2007","1000 ha","165645.2708","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","162324.6673","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2009","2009","1000 ha","160125.6344","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2010","2010","1000 ha","154669.1955","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2011","2011","1000 ha","152393.0729","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2012","2012","1000 ha","149723.021","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2013","2013","1000 ha","145754.3157","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2014","2014","1000 ha","146569.9032","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","145339.0512","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2016","2016","1000 ha","142915.9322","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2017","2017","1000 ha","142388.817","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2018","2018","1000 ha","142184.5362","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2019","2019","1000 ha","140946.3696","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","140822.1915","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","138969.7261","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2022","2022","1000 ha","137349.5945","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6633","Temporary meadows and pastures","2023","2023","1000 ha","137739.2918","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2001","2001","1000 ha","202105.3888","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2002","2002","1000 ha","199533.2886","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2003","2003","1000 ha","207774.9104","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2004","2004","1000 ha","199484.3885","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2005","2005","1000 ha","199596.3992","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2006","2006","1000 ha","197963.8431","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2007","2007","1000 ha","196321.3586","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","186862.2724","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2009","2009","1000 ha","182515.1352","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2010","2010","1000 ha","184980.7909","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2011","2011","1000 ha","180047.6089","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2012","2012","1000 ha","181656.6796","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2013","2013","1000 ha","178002.6848","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2014","2014","1000 ha","174288.9267","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","177596.2831","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2016","2016","1000 ha","177699.9143","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2017","2017","1000 ha","175947.9084","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2018","2018","1000 ha","177305.9821","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2019","2019","1000 ha","171463.6083","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","167774.9704","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","164518.3309","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","162856.4536","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","162009.1442","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","1999","1999","1000 ha","131227.2552","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","1999","1999","%","2.7","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2000","2000","1000 ha","133198.2284","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2000","2000","%","2.73","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2001","2001","1000 ha","134857.9182","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2001","2001","%","2.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2002","2002","1000 ha","136606.7356","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2002","2002","%","2.81","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2003","2003","1000 ha","138839.9065","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2003","2003","%","2.86","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2004","2004","1000 ha","141982.0794","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2004","2004","%","2.95","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2005","2005","1000 ha","145028.6172","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2005","2005","%","3.01","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2006","2006","1000 ha","147772.1662","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2006","2006","%","3.07","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2007","2007","1000 ha","151255.0862","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2007","2007","%","3.15","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2008","2008","1000 ha","152616.0899","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2008","2008","%","3.18","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2009","2009","1000 ha","154960.6491","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2009","2009","%","3.23","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2010","2010","1000 ha","157285.59","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2010","2010","%","3.28","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2011","2011","1000 ha","159848.5475","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2011","2011","%","3.32","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2012","2012","1000 ha","163270.588","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2012","2012","%","3.39","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2013","2013","1000 ha","165659.6443","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2013","2013","%","3.45","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2014","2014","1000 ha","167792.2308","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2014","2014","%","3.49","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2015","2015","1000 ha","170900.1791","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2015","2015","%","3.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2016","2016","1000 ha","171733.2785","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2016","2016","%","3.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2017","2017","1000 ha","174012.7566","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2017","2017","%","3.61","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2018","2018","1000 ha","178504.3366","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2018","2018","%","3.72","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2019","2019","1000 ha","181847.499","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2019","2019","%","3.78","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2020","2020","1000 ha","185553.9306","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2020","2020","%","3.86","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2021","2021","1000 ha","187317.3429","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2021","2021","%","3.89","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2022","2022","1000 ha","189350.3197","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2022","2022","%","3.94","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6650","Permanent crops","2023","2023","1000 ha","191189.7043","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6650","Permanent crops","2023","2023","%","3.98","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","1999","1999","1000 ha","3374966.7162","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","1999","1999","%","69.32","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","1999","1999","%","25.96","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2000","2000","1000 ha","3381280.8614","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2000","2000","%","69.38","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2000","2000","%","26","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2001","2001","1000 ha","3380478.9776","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2001","2001","%","69.36","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2001","2001","%","26","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2002","2002","1000 ha","3373597.2039","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2002","2002","%","69.34","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2002","2002","%","25.94","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2003","2003","1000 ha","3349848.7728","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2003","2003","%","69.11","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2003","2003","%","25.76","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2004","2004","1000 ha","3303149.9856","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2004","2004","%","68.74","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2004","2004","%","25.37","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2005","2005","1000 ha","3304913.3043","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2005","2005","%","68.67","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2005","2005","%","25.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2006","2006","1000 ha","3304802.4814","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2006","2006","%","68.68","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2006","2006","%","25.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2007","2007","1000 ha","3294781.898","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2007","2007","%","68.58","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2007","2007","%","25.31","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","3282303.3833","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2008","2008","%","68.48","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2008","2008","%","25.21","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2009","2009","1000 ha","3272822.8886","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2009","2009","%","68.31","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2009","2009","%","25.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2010","2010","1000 ha","3272791.1787","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2010","2010","%","68.27","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2010","2010","%","25.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2011","2011","1000 ha","3285172.8127","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2011","2011","%","68.2","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2011","2011","%","25.24","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2012","2012","1000 ha","3277163.3161","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2012","2012","%","68.03","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2012","2012","%","25.15","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2013","2013","1000 ha","3263223.3304","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2013","2013","%","67.86","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2013","2013","%","25.04","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2014","2014","1000 ha","3260558.8485","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2014","2014","%","67.79","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2014","2014","%","25.02","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3233923.5162","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2015","2015","%","67.51","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2015","2015","%","24.82","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2016","2016","1000 ha","3227919.7666","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2016","2016","%","67.45","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2016","2016","%","24.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2017","2017","1000 ha","3254528.6443","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2017","2017","%","67.58","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2017","2017","%","24.97","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2018","2018","1000 ha","3238902.2007","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2018","2018","%","67.42","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2018","2018","%","24.85","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2019","2019","1000 ha","3242026.7105","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2019","2019","%","67.44","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2019","2019","%","24.88","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","3234636.5655","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2020","2020","%","67.32","E","Estimated value",""
